Project Name,Project Details,Milestone Details,Amount,Account Number
KeySign,https://github.com/thenewboston-developers/Project-Proposals/tree/master/projects/6-Keysign,https://github.com/thenewboston-developers/Project-Proposals/issues/19,500,fe06754d2dbf23509e975809e9023b620509c1e6618472f16c9659f59e940337
